"chr"	"start"	"end"	"wgs_block"	"file_name"
"15"	"100100001"	"100150000"	"b2002"	"ukb24304_c15_b2002_v1.vcf.gz"
"15"	"100150001"	"100200000"	"b2003"	"ukb24304_c15_b2003_v1.vcf.gz"
"15"	"100200001"	"100250000"	"b2004"	"ukb24304_c15_b2004_v1.vcf.gz"
"15"	"100250001"	"100300000"	"b2005"	"ukb24304_c15_b2005_v1.vcf.gz"
"15"	"100300001"	"100350000"	"b2006"	"ukb24304_c15_b2006_v1.vcf.gz"
"15"	"100350001"	"100400000"	"b2007"	"ukb24304_c15_b2007_v1.vcf.gz"
"15"	"100400001"	"100450000"	"b2008"	"ukb24304_c15_b2008_v1.vcf.gz"
"15"	"100450001"	"100500000"	"b2009"	"ukb24304_c15_b2009_v1.vcf.gz"
"15"	"100500001"	"100550000"	"b2010"	"ukb24304_c15_b2010_v1.vcf.gz"
"15"	"100550001"	"100600000"	"b2011"	"ukb24304_c15_b2011_v1.vcf.gz"
"15"	"100600001"	"100650000"	"b2012"	"ukb24304_c15_b2012_v1.vcf.gz"
"15"	"100650001"	"100700000"	"b2013"	"ukb24304_c15_b2013_v1.vcf.gz"
"15"	"100700001"	"100750000"	"b2014"	"ukb24304_c15_b2014_v1.vcf.gz"
"15"	"100750001"	"100800000"	"b2015"	"ukb24304_c15_b2015_v1.vcf.gz"
"15"	"100800001"	"100850000"	"b2016"	"ukb24304_c15_b2016_v1.vcf.gz"
"15"	"100850001"	"100900000"	"b2017"	"ukb24304_c15_b2017_v1.vcf.gz"
"15"	"100900001"	"100950000"	"b2018"	"ukb24304_c15_b2018_v1.vcf.gz"
"15"	"100950001"	"1.01e+08"	"b2019"	"ukb24304_c15_b2019_v1.vcf.gz"
"15"	"101000001"	"101050000"	"b2020"	"ukb24304_c15_b2020_v1.vcf.gz"
"15"	"101050001"	"101100000"	"b2021"	"ukb24304_c15_b2021_v1.vcf.gz"
"15"	"101100001"	"101150000"	"b2022"	"ukb24304_c15_b2022_v1.vcf.gz"
"15"	"101150001"	"101200000"	"b2023"	"ukb24304_c15_b2023_v1.vcf.gz"
"15"	"101200001"	"101250000"	"b2024"	"ukb24304_c15_b2024_v1.vcf.gz"
"15"	"101250001"	"101300000"	"b2025"	"ukb24304_c15_b2025_v1.vcf.gz"
"15"	"101300001"	"101350000"	"b2026"	"ukb24304_c15_b2026_v1.vcf.gz"
"15"	"101350001"	"101400000"	"b2027"	"ukb24304_c15_b2027_v1.vcf.gz"
"15"	"101400001"	"101450000"	"b2028"	"ukb24304_c15_b2028_v1.vcf.gz"
"15"	"101450001"	"101500000"	"b2029"	"ukb24304_c15_b2029_v1.vcf.gz"
"15"	"101500001"	"101550000"	"b2030"	"ukb24304_c15_b2030_v1.vcf.gz"
"15"	"101550001"	"101600000"	"b2031"	"ukb24304_c15_b2031_v1.vcf.gz"
"15"	"101600001"	"101650000"	"b2032"	"ukb24304_c15_b2032_v1.vcf.gz"
"15"	"101650001"	"101700000"	"b2033"	"ukb24304_c15_b2033_v1.vcf.gz"
"15"	"101700001"	"101750000"	"b2034"	"ukb24304_c15_b2034_v1.vcf.gz"
"15"	"101750001"	"101800000"	"b2035"	"ukb24304_c15_b2035_v1.vcf.gz"
"15"	"101800001"	"101850000"	"b2036"	"ukb24304_c15_b2036_v1.vcf.gz"
"15"	"101850001"	"101900000"	"b2037"	"ukb24304_c15_b2037_v1.vcf.gz"
"15"	"101900001"	"101950000"	"b2038"	"ukb24304_c15_b2038_v1.vcf.gz"
"15"	"101950001"	"101991189"	"b2039"	"ukb24304_c15_b2039_v1.vcf.gz"
"16"	"1"	"50000"	"b0"	"ukb24304_c16_b0_v1.vcf.gz"
"16"	"50001"	"1e+05"	"b1"	"ukb24304_c16_b1_v1.vcf.gz"
"16"	"100001"	"150000"	"b2"	"ukb24304_c16_b2_v1.vcf.gz"
"16"	"150001"	"2e+05"	"b3"	"ukb24304_c16_b3_v1.vcf.gz"
"16"	"200001"	"250000"	"b4"	"ukb24304_c16_b4_v1.vcf.gz"
"16"	"250001"	"3e+05"	"b5"	"ukb24304_c16_b5_v1.vcf.gz"
"16"	"300001"	"350000"	"b6"	"ukb24304_c16_b6_v1.vcf.gz"
"16"	"350001"	"4e+05"	"b7"	"ukb24304_c16_b7_v1.vcf.gz"
"16"	"400001"	"450000"	"b8"	"ukb24304_c16_b8_v1.vcf.gz"
"16"	"450001"	"5e+05"	"b9"	"ukb24304_c16_b9_v1.vcf.gz"
"16"	"500001"	"550000"	"b10"	"ukb24304_c16_b10_v1.vcf.gz"
"16"	"550001"	"6e+05"	"b11"	"ukb24304_c16_b11_v1.vcf.gz"
"16"	"600001"	"650000"	"b12"	"ukb24304_c16_b12_v1.vcf.gz"
"16"	"650001"	"7e+05"	"b13"	"ukb24304_c16_b13_v1.vcf.gz"
"16"	"700001"	"750000"	"b14"	"ukb24304_c16_b14_v1.vcf.gz"
"16"	"750001"	"8e+05"	"b15"	"ukb24304_c16_b15_v1.vcf.gz"
"16"	"800001"	"850000"	"b16"	"ukb24304_c16_b16_v1.vcf.gz"
"16"	"850001"	"9e+05"	"b17"	"ukb24304_c16_b17_v1.vcf.gz"
"16"	"900001"	"950000"	"b18"	"ukb24304_c16_b18_v1.vcf.gz"
"16"	"950001"	"1e+06"	"b19"	"ukb24304_c16_b19_v1.vcf.gz"
"16"	"1000001"	"1050000"	"b20"	"ukb24304_c16_b20_v1.vcf.gz"
"16"	"1050001"	"1100000"	"b21"	"ukb24304_c16_b21_v1.vcf.gz"
"16"	"1100001"	"1150000"	"b22"	"ukb24304_c16_b22_v1.vcf.gz"
"16"	"1150001"	"1200000"	"b23"	"ukb24304_c16_b23_v1.vcf.gz"
"16"	"1200001"	"1250000"	"b24"	"ukb24304_c16_b24_v1.vcf.gz"
"16"	"1250001"	"1300000"	"b25"	"ukb24304_c16_b25_v1.vcf.gz"
"16"	"1300001"	"1350000"	"b26"	"ukb24304_c16_b26_v1.vcf.gz"
"16"	"1350001"	"1400000"	"b27"	"ukb24304_c16_b27_v1.vcf.gz"
"16"	"1400001"	"1450000"	"b28"	"ukb24304_c16_b28_v1.vcf.gz"
"16"	"1450001"	"1500000"	"b29"	"ukb24304_c16_b29_v1.vcf.gz"
"16"	"1500001"	"1550000"	"b30"	"ukb24304_c16_b30_v1.vcf.gz"
"16"	"1550001"	"1600000"	"b31"	"ukb24304_c16_b31_v1.vcf.gz"
"16"	"1600001"	"1650000"	"b32"	"ukb24304_c16_b32_v1.vcf.gz"
"16"	"1650001"	"1700000"	"b33"	"ukb24304_c16_b33_v1.vcf.gz"
"16"	"1700001"	"1750000"	"b34"	"ukb24304_c16_b34_v1.vcf.gz"
"16"	"1750001"	"1800000"	"b35"	"ukb24304_c16_b35_v1.vcf.gz"
"16"	"1800001"	"1850000"	"b36"	"ukb24304_c16_b36_v1.vcf.gz"
"16"	"1850001"	"1900000"	"b37"	"ukb24304_c16_b37_v1.vcf.gz"
"16"	"1900001"	"1950000"	"b38"	"ukb24304_c16_b38_v1.vcf.gz"
"16"	"1950001"	"2e+06"	"b39"	"ukb24304_c16_b39_v1.vcf.gz"
"16"	"2000001"	"2050000"	"b40"	"ukb24304_c16_b40_v1.vcf.gz"
"16"	"2050001"	"2100000"	"b41"	"ukb24304_c16_b41_v1.vcf.gz"
"16"	"2100001"	"2150000"	"b42"	"ukb24304_c16_b42_v1.vcf.gz"
"16"	"2150001"	"2200000"	"b43"	"ukb24304_c16_b43_v1.vcf.gz"
"16"	"2200001"	"2250000"	"b44"	"ukb24304_c16_b44_v1.vcf.gz"
"16"	"2250001"	"2300000"	"b45"	"ukb24304_c16_b45_v1.vcf.gz"
"16"	"2300001"	"2350000"	"b46"	"ukb24304_c16_b46_v1.vcf.gz"
"16"	"2350001"	"2400000"	"b47"	"ukb24304_c16_b47_v1.vcf.gz"
"16"	"2400001"	"2450000"	"b48"	"ukb24304_c16_b48_v1.vcf.gz"
"16"	"2450001"	"2500000"	"b49"	"ukb24304_c16_b49_v1.vcf.gz"
"16"	"2500001"	"2550000"	"b50"	"ukb24304_c16_b50_v1.vcf.gz"
"16"	"2550001"	"2600000"	"b51"	"ukb24304_c16_b51_v1.vcf.gz"
"16"	"2600001"	"2650000"	"b52"	"ukb24304_c16_b52_v1.vcf.gz"
"16"	"2650001"	"2700000"	"b53"	"ukb24304_c16_b53_v1.vcf.gz"
"16"	"2700001"	"2750000"	"b54"	"ukb24304_c16_b54_v1.vcf.gz"
"16"	"2750001"	"2800000"	"b55"	"ukb24304_c16_b55_v1.vcf.gz"
"16"	"2800001"	"2850000"	"b56"	"ukb24304_c16_b56_v1.vcf.gz"
"16"	"2850001"	"2900000"	"b57"	"ukb24304_c16_b57_v1.vcf.gz"
"16"	"2900001"	"2950000"	"b58"	"ukb24304_c16_b58_v1.vcf.gz"
"16"	"2950001"	"3e+06"	"b59"	"ukb24304_c16_b59_v1.vcf.gz"
"16"	"3000001"	"3050000"	"b60"	"ukb24304_c16_b60_v1.vcf.gz"
"16"	"3050001"	"3100000"	"b61"	"ukb24304_c16_b61_v1.vcf.gz"
"16"	"3100001"	"3150000"	"b62"	"ukb24304_c16_b62_v1.vcf.gz"
"16"	"3150001"	"3200000"	"b63"	"ukb24304_c16_b63_v1.vcf.gz"
"16"	"3200001"	"3250000"	"b64"	"ukb24304_c16_b64_v1.vcf.gz"
"16"	"3250001"	"3300000"	"b65"	"ukb24304_c16_b65_v1.vcf.gz"
"16"	"3300001"	"3350000"	"b66"	"ukb24304_c16_b66_v1.vcf.gz"
"16"	"3350001"	"3400000"	"b67"	"ukb24304_c16_b67_v1.vcf.gz"
"16"	"3400001"	"3450000"	"b68"	"ukb24304_c16_b68_v1.vcf.gz"
"16"	"3450001"	"3500000"	"b69"	"ukb24304_c16_b69_v1.vcf.gz"
"16"	"3500001"	"3550000"	"b70"	"ukb24304_c16_b70_v1.vcf.gz"
"16"	"3550001"	"3600000"	"b71"	"ukb24304_c16_b71_v1.vcf.gz"
"16"	"3600001"	"3650000"	"b72"	"ukb24304_c16_b72_v1.vcf.gz"
"16"	"3650001"	"3700000"	"b73"	"ukb24304_c16_b73_v1.vcf.gz"
"16"	"3700001"	"3750000"	"b74"	"ukb24304_c16_b74_v1.vcf.gz"
"16"	"3750001"	"3800000"	"b75"	"ukb24304_c16_b75_v1.vcf.gz"
"16"	"3800001"	"3850000"	"b76"	"ukb24304_c16_b76_v1.vcf.gz"
"16"	"3850001"	"3900000"	"b77"	"ukb24304_c16_b77_v1.vcf.gz"
"16"	"3900001"	"3950000"	"b78"	"ukb24304_c16_b78_v1.vcf.gz"
"16"	"3950001"	"4e+06"	"b79"	"ukb24304_c16_b79_v1.vcf.gz"
"16"	"4000001"	"4050000"	"b80"	"ukb24304_c16_b80_v1.vcf.gz"
"16"	"4050001"	"4100000"	"b81"	"ukb24304_c16_b81_v1.vcf.gz"
"16"	"4100001"	"4150000"	"b82"	"ukb24304_c16_b82_v1.vcf.gz"
"16"	"4150001"	"4200000"	"b83"	"ukb24304_c16_b83_v1.vcf.gz"
"16"	"4200001"	"4250000"	"b84"	"ukb24304_c16_b84_v1.vcf.gz"
"16"	"4250001"	"4300000"	"b85"	"ukb24304_c16_b85_v1.vcf.gz"
"16"	"4300001"	"4350000"	"b86"	"ukb24304_c16_b86_v1.vcf.gz"
"16"	"4350001"	"4400000"	"b87"	"ukb24304_c16_b87_v1.vcf.gz"
"16"	"4400001"	"4450000"	"b88"	"ukb24304_c16_b88_v1.vcf.gz"
"16"	"4450001"	"4500000"	"b89"	"ukb24304_c16_b89_v1.vcf.gz"
"16"	"4500001"	"4550000"	"b90"	"ukb24304_c16_b90_v1.vcf.gz"
"16"	"4550001"	"4600000"	"b91"	"ukb24304_c16_b91_v1.vcf.gz"
"16"	"4600001"	"4650000"	"b92"	"ukb24304_c16_b92_v1.vcf.gz"
"16"	"4650001"	"4700000"	"b93"	"ukb24304_c16_b93_v1.vcf.gz"
"16"	"4700001"	"4750000"	"b94"	"ukb24304_c16_b94_v1.vcf.gz"
"16"	"4750001"	"4800000"	"b95"	"ukb24304_c16_b95_v1.vcf.gz"
"16"	"4800001"	"4850000"	"b96"	"ukb24304_c16_b96_v1.vcf.gz"
"16"	"4850001"	"4900000"	"b97"	"ukb24304_c16_b97_v1.vcf.gz"
"16"	"4900001"	"4950000"	"b98"	"ukb24304_c16_b98_v1.vcf.gz"
"16"	"4950001"	"5e+06"	"b99"	"ukb24304_c16_b99_v1.vcf.gz"
"16"	"5000001"	"5050000"	"b100"	"ukb24304_c16_b100_v1.vcf.gz"
"16"	"5050001"	"5100000"	"b101"	"ukb24304_c16_b101_v1.vcf.gz"
"16"	"5100001"	"5150000"	"b102"	"ukb24304_c16_b102_v1.vcf.gz"
"16"	"5150001"	"5200000"	"b103"	"ukb24304_c16_b103_v1.vcf.gz"
"16"	"5200001"	"5250000"	"b104"	"ukb24304_c16_b104_v1.vcf.gz"
"16"	"5250001"	"5300000"	"b105"	"ukb24304_c16_b105_v1.vcf.gz"
"16"	"5300001"	"5350000"	"b106"	"ukb24304_c16_b106_v1.vcf.gz"
"16"	"5350001"	"5400000"	"b107"	"ukb24304_c16_b107_v1.vcf.gz"
"16"	"5400001"	"5450000"	"b108"	"ukb24304_c16_b108_v1.vcf.gz"
"16"	"5450001"	"5500000"	"b109"	"ukb24304_c16_b109_v1.vcf.gz"
"16"	"5500001"	"5550000"	"b110"	"ukb24304_c16_b110_v1.vcf.gz"
"16"	"5550001"	"5600000"	"b111"	"ukb24304_c16_b111_v1.vcf.gz"
"16"	"5600001"	"5650000"	"b112"	"ukb24304_c16_b112_v1.vcf.gz"
"16"	"5650001"	"5700000"	"b113"	"ukb24304_c16_b113_v1.vcf.gz"
"16"	"5700001"	"5750000"	"b114"	"ukb24304_c16_b114_v1.vcf.gz"
"16"	"5750001"	"5800000"	"b115"	"ukb24304_c16_b115_v1.vcf.gz"
"16"	"5800001"	"5850000"	"b116"	"ukb24304_c16_b116_v1.vcf.gz"
"16"	"5850001"	"5900000"	"b117"	"ukb24304_c16_b117_v1.vcf.gz"
"16"	"5900001"	"5950000"	"b118"	"ukb24304_c16_b118_v1.vcf.gz"
"16"	"5950001"	"6e+06"	"b119"	"ukb24304_c16_b119_v1.vcf.gz"
"16"	"6000001"	"6050000"	"b120"	"ukb24304_c16_b120_v1.vcf.gz"
"16"	"6050001"	"6100000"	"b121"	"ukb24304_c16_b121_v1.vcf.gz"
"16"	"6100001"	"6150000"	"b122"	"ukb24304_c16_b122_v1.vcf.gz"
"16"	"6150001"	"6200000"	"b123"	"ukb24304_c16_b123_v1.vcf.gz"
"16"	"6200001"	"6250000"	"b124"	"ukb24304_c16_b124_v1.vcf.gz"
"16"	"6250001"	"6300000"	"b125"	"ukb24304_c16_b125_v1.vcf.gz"
"16"	"6300001"	"6350000"	"b126"	"ukb24304_c16_b126_v1.vcf.gz"
"16"	"6350001"	"6400000"	"b127"	"ukb24304_c16_b127_v1.vcf.gz"
"16"	"6400001"	"6450000"	"b128"	"ukb24304_c16_b128_v1.vcf.gz"
"16"	"6450001"	"6500000"	"b129"	"ukb24304_c16_b129_v1.vcf.gz"
"16"	"6500001"	"6550000"	"b130"	"ukb24304_c16_b130_v1.vcf.gz"
"16"	"6550001"	"6600000"	"b131"	"ukb24304_c16_b131_v1.vcf.gz"
"16"	"6600001"	"6650000"	"b132"	"ukb24304_c16_b132_v1.vcf.gz"
"16"	"6650001"	"6700000"	"b133"	"ukb24304_c16_b133_v1.vcf.gz"
"16"	"6700001"	"6750000"	"b134"	"ukb24304_c16_b134_v1.vcf.gz"
"16"	"6750001"	"6800000"	"b135"	"ukb24304_c16_b135_v1.vcf.gz"
"16"	"6800001"	"6850000"	"b136"	"ukb24304_c16_b136_v1.vcf.gz"
"16"	"6850001"	"6900000"	"b137"	"ukb24304_c16_b137_v1.vcf.gz"
"16"	"6900001"	"6950000"	"b138"	"ukb24304_c16_b138_v1.vcf.gz"
"16"	"6950001"	"7e+06"	"b139"	"ukb24304_c16_b139_v1.vcf.gz"
"16"	"7000001"	"7050000"	"b140"	"ukb24304_c16_b140_v1.vcf.gz"
"16"	"7050001"	"7100000"	"b141"	"ukb24304_c16_b141_v1.vcf.gz"
"16"	"7100001"	"7150000"	"b142"	"ukb24304_c16_b142_v1.vcf.gz"
"16"	"7150001"	"7200000"	"b143"	"ukb24304_c16_b143_v1.vcf.gz"
"16"	"7200001"	"7250000"	"b144"	"ukb24304_c16_b144_v1.vcf.gz"
"16"	"7250001"	"7300000"	"b145"	"ukb24304_c16_b145_v1.vcf.gz"
"16"	"7300001"	"7350000"	"b146"	"ukb24304_c16_b146_v1.vcf.gz"
"16"	"7350001"	"7400000"	"b147"	"ukb24304_c16_b147_v1.vcf.gz"
"16"	"7400001"	"7450000"	"b148"	"ukb24304_c16_b148_v1.vcf.gz"
"16"	"7450001"	"7500000"	"b149"	"ukb24304_c16_b149_v1.vcf.gz"
"16"	"7500001"	"7550000"	"b150"	"ukb24304_c16_b150_v1.vcf.gz"
"16"	"7550001"	"7600000"	"b151"	"ukb24304_c16_b151_v1.vcf.gz"
"16"	"7600001"	"7650000"	"b152"	"ukb24304_c16_b152_v1.vcf.gz"
"16"	"7650001"	"7700000"	"b153"	"ukb24304_c16_b153_v1.vcf.gz"
"16"	"7700001"	"7750000"	"b154"	"ukb24304_c16_b154_v1.vcf.gz"
"16"	"7750001"	"7800000"	"b155"	"ukb24304_c16_b155_v1.vcf.gz"
"16"	"7800001"	"7850000"	"b156"	"ukb24304_c16_b156_v1.vcf.gz"
"16"	"7850001"	"7900000"	"b157"	"ukb24304_c16_b157_v1.vcf.gz"
"16"	"7900001"	"7950000"	"b158"	"ukb24304_c16_b158_v1.vcf.gz"
"16"	"7950001"	"8e+06"	"b159"	"ukb24304_c16_b159_v1.vcf.gz"
"16"	"8000001"	"8050000"	"b160"	"ukb24304_c16_b160_v1.vcf.gz"
"16"	"8050001"	"8100000"	"b161"	"ukb24304_c16_b161_v1.vcf.gz"
"16"	"8100001"	"8150000"	"b162"	"ukb24304_c16_b162_v1.vcf.gz"
"16"	"8150001"	"8200000"	"b163"	"ukb24304_c16_b163_v1.vcf.gz"
"16"	"8200001"	"8250000"	"b164"	"ukb24304_c16_b164_v1.vcf.gz"
"16"	"8250001"	"8300000"	"b165"	"ukb24304_c16_b165_v1.vcf.gz"
"16"	"8300001"	"8350000"	"b166"	"ukb24304_c16_b166_v1.vcf.gz"
"16"	"8350001"	"8400000"	"b167"	"ukb24304_c16_b167_v1.vcf.gz"
"16"	"8400001"	"8450000"	"b168"	"ukb24304_c16_b168_v1.vcf.gz"
"16"	"8450001"	"8500000"	"b169"	"ukb24304_c16_b169_v1.vcf.gz"
"16"	"8500001"	"8550000"	"b170"	"ukb24304_c16_b170_v1.vcf.gz"
"16"	"8550001"	"8600000"	"b171"	"ukb24304_c16_b171_v1.vcf.gz"
"16"	"8600001"	"8650000"	"b172"	"ukb24304_c16_b172_v1.vcf.gz"
"16"	"8650001"	"8700000"	"b173"	"ukb24304_c16_b173_v1.vcf.gz"
"16"	"8700001"	"8750000"	"b174"	"ukb24304_c16_b174_v1.vcf.gz"
"16"	"8750001"	"8800000"	"b175"	"ukb24304_c16_b175_v1.vcf.gz"
"16"	"8800001"	"8850000"	"b176"	"ukb24304_c16_b176_v1.vcf.gz"
"16"	"8850001"	"8900000"	"b177"	"ukb24304_c16_b177_v1.vcf.gz"
"16"	"8900001"	"8950000"	"b178"	"ukb24304_c16_b178_v1.vcf.gz"
"16"	"8950001"	"9e+06"	"b179"	"ukb24304_c16_b179_v1.vcf.gz"
"16"	"9000001"	"9050000"	"b180"	"ukb24304_c16_b180_v1.vcf.gz"
"16"	"9050001"	"9100000"	"b181"	"ukb24304_c16_b181_v1.vcf.gz"
"16"	"9100001"	"9150000"	"b182"	"ukb24304_c16_b182_v1.vcf.gz"
"16"	"9150001"	"9200000"	"b183"	"ukb24304_c16_b183_v1.vcf.gz"
"16"	"9200001"	"9250000"	"b184"	"ukb24304_c16_b184_v1.vcf.gz"
"16"	"9250001"	"9300000"	"b185"	"ukb24304_c16_b185_v1.vcf.gz"
"16"	"9300001"	"9350000"	"b186"	"ukb24304_c16_b186_v1.vcf.gz"
"16"	"9350001"	"9400000"	"b187"	"ukb24304_c16_b187_v1.vcf.gz"
"16"	"9400001"	"9450000"	"b188"	"ukb24304_c16_b188_v1.vcf.gz"
"16"	"9450001"	"9500000"	"b189"	"ukb24304_c16_b189_v1.vcf.gz"
"16"	"9500001"	"9550000"	"b190"	"ukb24304_c16_b190_v1.vcf.gz"
"16"	"9550001"	"9600000"	"b191"	"ukb24304_c16_b191_v1.vcf.gz"
"16"	"9600001"	"9650000"	"b192"	"ukb24304_c16_b192_v1.vcf.gz"
"16"	"9650001"	"9700000"	"b193"	"ukb24304_c16_b193_v1.vcf.gz"
"16"	"9700001"	"9750000"	"b194"	"ukb24304_c16_b194_v1.vcf.gz"
"16"	"9750001"	"9800000"	"b195"	"ukb24304_c16_b195_v1.vcf.gz"
"16"	"9800001"	"9850000"	"b196"	"ukb24304_c16_b196_v1.vcf.gz"
"16"	"9850001"	"9900000"	"b197"	"ukb24304_c16_b197_v1.vcf.gz"
"16"	"9900001"	"9950000"	"b198"	"ukb24304_c16_b198_v1.vcf.gz"
"16"	"9950001"	"1e+07"	"b199"	"ukb24304_c16_b199_v1.vcf.gz"
"16"	"10000001"	"10050000"	"b200"	"ukb24304_c16_b200_v1.vcf.gz"
"16"	"10050001"	"10100000"	"b201"	"ukb24304_c16_b201_v1.vcf.gz"
"16"	"10100001"	"10150000"	"b202"	"ukb24304_c16_b202_v1.vcf.gz"
"16"	"10150001"	"10200000"	"b203"	"ukb24304_c16_b203_v1.vcf.gz"
"16"	"10200001"	"10250000"	"b204"	"ukb24304_c16_b204_v1.vcf.gz"
"16"	"10250001"	"10300000"	"b205"	"ukb24304_c16_b205_v1.vcf.gz"
"16"	"10300001"	"10350000"	"b206"	"ukb24304_c16_b206_v1.vcf.gz"
"16"	"10350001"	"10400000"	"b207"	"ukb24304_c16_b207_v1.vcf.gz"
"16"	"10400001"	"10450000"	"b208"	"ukb24304_c16_b208_v1.vcf.gz"
"16"	"10450001"	"10500000"	"b209"	"ukb24304_c16_b209_v1.vcf.gz"
"16"	"10500001"	"10550000"	"b210"	"ukb24304_c16_b210_v1.vcf.gz"
"16"	"10550001"	"10600000"	"b211"	"ukb24304_c16_b211_v1.vcf.gz"
"16"	"10600001"	"10650000"	"b212"	"ukb24304_c16_b212_v1.vcf.gz"
"16"	"10650001"	"10700000"	"b213"	"ukb24304_c16_b213_v1.vcf.gz"
"16"	"10700001"	"10750000"	"b214"	"ukb24304_c16_b214_v1.vcf.gz"
"16"	"10750001"	"10800000"	"b215"	"ukb24304_c16_b215_v1.vcf.gz"
"16"	"10800001"	"10850000"	"b216"	"ukb24304_c16_b216_v1.vcf.gz"
"16"	"10850001"	"10900000"	"b217"	"ukb24304_c16_b217_v1.vcf.gz"
"16"	"10900001"	"10950000"	"b218"	"ukb24304_c16_b218_v1.vcf.gz"
"16"	"10950001"	"1.1e+07"	"b219"	"ukb24304_c16_b219_v1.vcf.gz"
"16"	"11000001"	"11050000"	"b220"	"ukb24304_c16_b220_v1.vcf.gz"
"16"	"11050001"	"11100000"	"b221"	"ukb24304_c16_b221_v1.vcf.gz"
"16"	"11100001"	"11150000"	"b222"	"ukb24304_c16_b222_v1.vcf.gz"
"16"	"11150001"	"11200000"	"b223"	"ukb24304_c16_b223_v1.vcf.gz"
"16"	"11200001"	"11250000"	"b224"	"ukb24304_c16_b224_v1.vcf.gz"
"16"	"11250001"	"11300000"	"b225"	"ukb24304_c16_b225_v1.vcf.gz"
"16"	"11300001"	"11350000"	"b226"	"ukb24304_c16_b226_v1.vcf.gz"
"16"	"11350001"	"11400000"	"b227"	"ukb24304_c16_b227_v1.vcf.gz"
"16"	"11400001"	"11450000"	"b228"	"ukb24304_c16_b228_v1.vcf.gz"
"16"	"11450001"	"11500000"	"b229"	"ukb24304_c16_b229_v1.vcf.gz"
"16"	"11500001"	"11550000"	"b230"	"ukb24304_c16_b230_v1.vcf.gz"
"16"	"11550001"	"11600000"	"b231"	"ukb24304_c16_b231_v1.vcf.gz"
"16"	"11600001"	"11650000"	"b232"	"ukb24304_c16_b232_v1.vcf.gz"
"16"	"11650001"	"11700000"	"b233"	"ukb24304_c16_b233_v1.vcf.gz"
"16"	"11700001"	"11750000"	"b234"	"ukb24304_c16_b234_v1.vcf.gz"
"16"	"11750001"	"11800000"	"b235"	"ukb24304_c16_b235_v1.vcf.gz"
"16"	"11800001"	"11850000"	"b236"	"ukb24304_c16_b236_v1.vcf.gz"
"16"	"11850001"	"11900000"	"b237"	"ukb24304_c16_b237_v1.vcf.gz"
"16"	"11900001"	"11950000"	"b238"	"ukb24304_c16_b238_v1.vcf.gz"
"16"	"11950001"	"1.2e+07"	"b239"	"ukb24304_c16_b239_v1.vcf.gz"
"16"	"12000001"	"12050000"	"b240"	"ukb24304_c16_b240_v1.vcf.gz"
"16"	"12050001"	"12100000"	"b241"	"ukb24304_c16_b241_v1.vcf.gz"
"16"	"12100001"	"12150000"	"b242"	"ukb24304_c16_b242_v1.vcf.gz"
"16"	"12150001"	"12200000"	"b243"	"ukb24304_c16_b243_v1.vcf.gz"
"16"	"12200001"	"12250000"	"b244"	"ukb24304_c16_b244_v1.vcf.gz"
"16"	"12250001"	"12300000"	"b245"	"ukb24304_c16_b245_v1.vcf.gz"
"16"	"12300001"	"12350000"	"b246"	"ukb24304_c16_b246_v1.vcf.gz"
"16"	"12350001"	"12400000"	"b247"	"ukb24304_c16_b247_v1.vcf.gz"
"16"	"12400001"	"12450000"	"b248"	"ukb24304_c16_b248_v1.vcf.gz"
"16"	"12450001"	"12500000"	"b249"	"ukb24304_c16_b249_v1.vcf.gz"
"16"	"12500001"	"12550000"	"b250"	"ukb24304_c16_b250_v1.vcf.gz"
"16"	"12550001"	"12600000"	"b251"	"ukb24304_c16_b251_v1.vcf.gz"
"16"	"12600001"	"12650000"	"b252"	"ukb24304_c16_b252_v1.vcf.gz"
"16"	"12650001"	"12700000"	"b253"	"ukb24304_c16_b253_v1.vcf.gz"
"16"	"12700001"	"12750000"	"b254"	"ukb24304_c16_b254_v1.vcf.gz"
"16"	"12750001"	"12800000"	"b255"	"ukb24304_c16_b255_v1.vcf.gz"
"16"	"12800001"	"12850000"	"b256"	"ukb24304_c16_b256_v1.vcf.gz"
"16"	"12850001"	"12900000"	"b257"	"ukb24304_c16_b257_v1.vcf.gz"
"16"	"12900001"	"12950000"	"b258"	"ukb24304_c16_b258_v1.vcf.gz"
"16"	"12950001"	"1.3e+07"	"b259"	"ukb24304_c16_b259_v1.vcf.gz"
"16"	"13000001"	"13050000"	"b260"	"ukb24304_c16_b260_v1.vcf.gz"
"16"	"13050001"	"13100000"	"b261"	"ukb24304_c16_b261_v1.vcf.gz"
"16"	"13100001"	"13150000"	"b262"	"ukb24304_c16_b262_v1.vcf.gz"
"16"	"13150001"	"13200000"	"b263"	"ukb24304_c16_b263_v1.vcf.gz"
"16"	"13200001"	"13250000"	"b264"	"ukb24304_c16_b264_v1.vcf.gz"
"16"	"13250001"	"13300000"	"b265"	"ukb24304_c16_b265_v1.vcf.gz"
"16"	"13300001"	"13350000"	"b266"	"ukb24304_c16_b266_v1.vcf.gz"
"16"	"13350001"	"13400000"	"b267"	"ukb24304_c16_b267_v1.vcf.gz"
"16"	"13400001"	"13450000"	"b268"	"ukb24304_c16_b268_v1.vcf.gz"
"16"	"13450001"	"13500000"	"b269"	"ukb24304_c16_b269_v1.vcf.gz"
